web-scraper-order,web-scraper-start-url,Condition,Likes,Review,Rating,Name,Date,Position,Gender,Age,Page link,Page link-href
1686665408-107,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Slow Progression of Disease of the Arteries of the Heart,3 ShapeCreated with Sketch.,I take 40mg atorvastatin. Started with Lipitor in 2008 prescribed by Heart doctor since I have had 3 procedures for stents to unblock arteries. He switched me to atorvastatin a couple of years ago. Leg cramps at night most serious side effects. Total Chol is 169 HDL -51 LDL - 105. Last 9 months PCP put me on 500 mg metformin 2 times a day for type 2 diabetes. End of Sept/14 doubled metformin since AIC was 8.4. Had severe uncontrollable diarrhea and gas. Stopped the extra dose and now he added 5mg glipizide divided am  and pm to the metformin. I read that statins can cause type 2 diabetes and did not have it until 2 years ago. I am going to concentrate on losing weight and adding more exercise to see if I can eventually get off these drugs or at least reduce the dosage. I feel all these meds are working against each other. It is frustrating.Read More Read Less,Overall rating 3.3,Pat |,11/4/2014,Patient,Male |,65-74 |,5,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=5&next_page=true
1686665408-108,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Homozygous Inherited High Blood Cholesterol,7 ShapeCreated with Sketch.,"Was on the generic atorvastatin took myself off of it, after having extreme joint pain, chest pain, neck pain for three years. Have been on statins for over 15 years with general pain and joint pain. All my pain issues went away seems I'm not older like my doctors seem to want to defer to or doing work that I'm not used to, like my doctors say. Right now I am pissed off because it seems my complaints over the years have been defaulted to thinking I am wrong about my pain. It was after talking to a neighbor about my knee pain that he told me that statins were shutting down his liver, he went on to tell me about lower chronic back pain and leg pain which I also had.   I had a heart attack three years ago and had a stent put in and my level of statins upped from 20mg to 80mg which is when I really started to have constant chronic pain. You need to be your own watch dog on the medications your doctors give you, because they won't tell you it is the meds doing it to you. The AMA tells them its OK and that ruling is the bible to doctors. Since being off of statins for over a month I feel like I have gone back in time 20 years, I don't have pain I have soreness when I work which is normal. I have more energy, I don't have the stiff neck I have had for over three years, I don't have the tight chest like I've had. I do have less respect for people I thought were working with me only to find out they want me back on the statins. High cholesterol runs in my family my mother died at 86 after falling and going into a coma, not because of her high cholesterol. What I am trying to say is you know your self better then anyone be your own advocate. Trust that most doctors are going to do what the AMA tells them to do, not what is best for you. Read More Read Less",Overall rating 1.7,Mihat Muhcane |,10/30/2014,Patient,Male |,55-64 |,5,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=5&next_page=true
1686665408-109,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,2 ShapeCreated with Sketch.,"I am so confused. I'm trying to get info on why after several months taking this my ""bad"" Cholesterol has effectively gone higher and my ""good"" cholesterol has consistently gone lower! Two months now on 80mg 1Xdaily. HELP explain this to me!",Overall rating 2.3,Sinsue |,10/20/2014,Patient,Female |,45-54 |,5,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=5&next_page=true
1686665425-110,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,17 ShapeCreated with Sketch.,"Fortunately, i have had no side effects from this drug. I have felt much better since taking this and will continue to do so",Overall rating 4.0,Anonymous |,12/21/2016,Patient,Male |,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-111,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,42 ShapeCreated with Sketch.,"Took 40mg last night for the first time. Had to come home from work after 4 hours this morning due to severe pain in knees shoulder and back. Feel like I'm in a fog,hurt all over stomach is all upset. I will never take one of these pills again.",Overall rating 1.0,Biloxi Steve |,10/14/2016,,Male |,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-112,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,52 ShapeCreated with Sketch.,"Horrible muscle pain and weakness especially in arms and shoulders. Increased joint pain all over. I cant understand why my Dr gave me this drug since there are many other drugs without the severe side-effects. I went to my Dr and told him about the pain I was having and he said ""your muscles are atrophying"" and that I needed to exercise. I would exercise if I didnt feel like I was dying every time I try to move. THIS STUFF SUCKS!!!",Overall rating 2.3,GrannyAnnie |,10/7/2016,Patient,,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-113,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,35 ShapeCreated with Sketch.,"My doctor knew I had muscle pain before but told me to try it and see.  Very effective but upper arm, shoulder pain is worse, now I have hip pain, swollen ankles, itchy all over, etc.  I will make an apt. to see my doctor to get off this drug.",Overall rating 3.7,PT109 |,9/29/2016,Patient,,65-74 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-114,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,13 ShapeCreated with Sketch.,"This medication has cause my joints to hurt, especially my arms and elbows. Severe pain",Overall rating 2.3,Donna H |,9/28/2016,Patient,,45-54 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-115,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,35 ShapeCreated with Sketch.,"Took 10mg 1 year ago, thought I was going to die.  I stuck in there to see if I could get over the terrible side effects of terrible pain in my right arm to my elbow and terrible pain in all my joints.  My cholesterol went down dramatically.  Tried a different statin with little muscle pain but also no significant lowering of my cholesterol.  Atorvastatin is like poison to my body.  I will try another statin.  Some people can take it with little pain, I thought I was going to die.",Overall rating 2.3,Anonymous |,9/12/2016,Patient,Female |,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-116,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,8 ShapeCreated with Sketch.,works great  in reducing bad cholestorol..,Overall rating 5.0,bigdog |,7/30/2016,Patient,Male |,45-54 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-117,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,24 ShapeCreated with Sketch.,"I have been taking 40 mg of Atorvastatin for 5 months now and it has reduced my total Cholesterol levels from 340 to 145, and has reduced my Triglycerides to 113. No significant side effects - my memory was slightly ""fuzzy for a while, but that cleared up in short order, and my memory is actually better than it was!",Overall rating 5.0,don |,6/15/2016,Patient,,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-118,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,33 ShapeCreated with Sketch.,"I passed on taking statins for years because of leg cramping. New dr. told me that COQ10 helps absorb the statin and also stops the leg cramps. Taking statin now without the horrible cramping. recommend highly this advice, but talk w/ your dr. first.",Overall rating 4.0,alwayscold2000 |,5/21/2016,Patient,Female |,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-119,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,4 ShapeCreated with Sketch.,"I am taking it after having a heart attack 5 months ago when plaque broke off and hit my heart.  I only had two spots with plaque built up.  Stents were put in, and I am doing great.  I am having memory problems that I attribute to this drug.  My other concern is that I don't have high cholesterol, yet the cardiologist wants me on this for life.  I don't get a answer that satisfies the ""why for life?""  ""Because"" isn't enough.  I am on blood thinner for a year, and plan to stop the atorvastatin at the same time.  I hope the memory loss isn't permanent.Read More Read Less",Overall rating 2.7,Anonymous |,4/7/2016,Patient,,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-120,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,27 ShapeCreated with Sketch.,"As with any medication a physical and/or mental reaction is always possible, but this medication has worked very well for me.  It has lowered my cholesterol and now if I can just get my blood pressure under control.  I had no bad reaction with this medication but I do have anxiety issues once in a while.  So I must realize when it is a panic attack, or an anxiety issue and not the medication.  It is way too easy for me to focus on the oh no, issues.  Mostly when it is a new medication, and believe me I have been on a few in my life time.  But this medication seems to be ok, but I would always ask the physician to start me out on the smallest dosage possible, and try to know the difference between the effect of the medication and my anxiety issue.  Shoot it always seems like something, at my age, God Bless and good luck.  Read More Read Less",Overall rating 4.3,Zegota |,4/2/2016,Patient,,65-74 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-121,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Stroke Prevention,4 ShapeCreated with Sketch.,Dizzy most days to the point I cant function,Overall rating 1.0,Anonymous |,2/15/2016,Patient,Female |,65-74 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-122,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,11 ShapeCreated with Sketch.,,Overall rating 5.0,Anonymous |,2/5/2016,Patient,Male |,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-123,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,14 ShapeCreated with Sketch.,I have been taking this medication for the past 3 months at 40Mg level with no side affects or problems.,Overall rating 4.7,Anonymous |,1/13/2016,Patient,Male |,45-54 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-124,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,10 ShapeCreated with Sketch.,"I've been taking this drug for several years. I was not aware of the side effects. I've had fibromyalgia most of my life so I thought my severe muscle and joint pain was from FMS. Also, in the past few years, while on this med, I've been diagnosed with type 2 diabetes even though I am not overweight according to BMI. A couple weeks ago i stopped taking this statin and I cannot believe how much better I feel.  I think the side effects of this drug should be emphasized!!  It can make you very miserable! Read More Read Less",Overall rating 1.0,Nostatinforme |,1/13/2016,Patient,,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-125,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,3 ShapeCreated with Sketch.,"my neck hurts. no pain prior to this medication. does anyone know is a possible side effect is weight gain and not sleeping well at all on drug a month now ,another blood test in six weeks if i stay on that long.",Overall rating 2.0,karen |,1/5/2016,Patient,,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-126,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,13 ShapeCreated with Sketch.,"I have had high cholesterol for years, now my triglycerides are up and my good cholesterol is way down. I had neck and hip pain before taking this with 10000 IU vitamin d3 and omega 3, changed diet and began exercising. I feel pretty good, it has only been 2 weeks so we will see what happens over 3 months.",Overall rating 5.0,Johnny Bags |,12/29/2015,Patient,,35-44 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-127,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Amount of Triglyceride in the Blood,1 ShapeCreated with Sketch.,its a helpful drug.after few hrs. you feel normal.,Overall rating 3.0,mark |,12/25/2015,Patient,,45-54 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-128,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,49 ShapeCreated with Sketch.,"I started taking this medication going on 3mths with a BP medication, I took it for a month and I started having severe muscle spasms especially down my left leg. I called my Dr.'s office spoke with my Dr. he told me to stop taking it, I had stopped a week prior because the pain is unbearable, it is going on almost 3mths since I stopped taking this medication and my symptoms seem to be getting worse, I can't sleep, walk, stand, or even sit for long periods of time. I use Icy Hot, Blue Emu, Capsazine, etc. etc. to rub into my muscles to ease the pain, nothing works. I used to teach salsa classes, I danced regularly, I played with my grandchildren and now I do none of the above. I cannot tolerate this pain anymore, I want my legs back, this is destroying my personal life. I was not told that this medication could ruin my everyday life. Stay away from it.Read More Read Less",Overall rating 1.0,mburg61 |,12/23/2015,Patient,,45-54 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665425-129,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,33 ShapeCreated with Sketch.,"I was very lethargic and had bad lower back pain which I still have. I didn't feel like doing anything, total lack of motivation. I took for around 3 months until I realized this is what was causing all my problems.  I felt so bad I thought my cancer was back. I've been off for around 3 weeks. I'm having more energy but my back still hurts with a few other side effects.",Overall rating 1.0,Artisostatin  |,12/20/2015,Patient,,55-64 |,4,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=4&next_page=true
1686665434-130,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Treatment to Prevent a Heart Attack,2 ShapeCreated with Sketch.,"I didn't know why they had prescribed this drug for me. I ran across some info about it on the internet that made want to look at the side affects. I had a lot of them. The main ones were achy muscles and joints,Blurry vision, and I just couldn't function. I quit taking it and I feel much more alive after open heart surgery. I asked the doctors why I'm taking it and they said it was to prevent another heart attach. There were several problems in my life which led to my surgery. I know high cholesterol wasn't one of them. This drug is also known as Lipitor.Read More Read Less",Overall rating 1.0,johnlmac |,5/12/2018,Patient,,55-64 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-131,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,93 ShapeCreated with Sketch.,It lowered my cholesterol almost 100 points in 3 months but I started having severe leg aches and back pain plus extreme fatigue. I had no motivation to do anything. I stopped taking the drug and within a couple days my leg pain decreased 90% and I now have a lot more energy.,Overall rating 3.7,bakergirl |,3/2/2018,Patient,,65-74 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-132,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,2 ShapeCreated with Sketch.,"As far as lowering bad cholesterol levels and triglycerides this worked. The side effects for me included a rise in blood sugar (A1C), itch/rash, and ED. I had tried to stop the medication for a couple of weeks and I was feeling fine but then noticed the heavy breathing coming back with being light headed and dizzy. I have been on Lipitor for over 10 years.",Overall rating 4.0,idontknowwhattodo |,3/1/2018,Patient,Male |,45-54 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-133,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,1 ShapeCreated with Sketch.,I took 40mg for a year and a half.I stopped when I started falling because of week legs.I became so weak that I now can only walk with a walker.I bought an elect. scooter which I use now.I have been to many doctors with no help.I  think I need a good lawyer.,Overall rating 1.0,Jack |,1/23/2018,Patient,,75 or over |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-134,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,51 ShapeCreated with Sketch.,It brought all my bad readings down but caused severe UTI.  The pain stopped in one day when I stopped taking it.  This was all confirmed by my urologist.,Overall rating 3.7,Barbara |,8/21/2017,Patient,,75 or over |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-135,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,38 ShapeCreated with Sketch.,"Traditionally have 280-ish cholesterol with plenty of bad cholesterol.  Atorvastatin brings it down to below 180 within about a month.  If I stop taking it for a few weeks, the number shoots back up.  Good cholesterol also improves with the medicine.",Overall rating 5.0,Anonymous |,8/6/2017,Patient,Male |,55-64 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-136,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,1 ShapeCreated with Sketch.,Lowered my cholesterol to safe levels but it seems to cause problems with mental clarity. I have problems with my concentration. Has had no effect on triglycerides.,Overall rating 3.3,Snowman |,7/29/2017,Patient,Male |,65-74 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-137,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Combined High Blood Cholesterol and Triglyceride Level,2 ShapeCreated with Sketch.,"I'm 3 months in. Was blood tested for a different doctor 2 weeks after starting it and my LDL had dropped a dramatic amount already. Blood test last week had my LDL in healthy levels, triglycerides in healthy levels, and HDL was still okay.    No side effects noticed.",Overall rating 5.0,Anonymous |,7/25/2017,Patient,Male |,25-34 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-138,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,46 ShapeCreated with Sketch.,"This drug lowered my cholesterol by almost 75 points and my high cholesterol remained good.  Only on 10mg.  However,  I get a buzzing in my head and am wondering if it is this medication.  Anyone else have this sensation?",Overall rating 5.0,Anonymous |,6/25/2017,Patient,Female |,75 or over |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-139,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: Increased Triglycerides and Cholesterol,2 ShapeCreated with Sketch.,I had been taking this medication for at least 2 years.  I have lost 42 pounds and that is when my pain in my knees and thighs became severe.  Dr. took me off this med and has made a large improvement in pain level.  Much better.,Overall rating 1.7,sharon |,6/19/2017,,Female |,65-74 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-140,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,35 ShapeCreated with Sketch.,"It did lower my high bad cholesterol, but also lowered my good cholesterol and that's NOT good, and had a lot of chest pain on 20mg, so went down to 10 mg and it got rid of chest pain, but I know a lot of weight gain since taking it. Does anybody retained a lot of fluid on it?",Overall rating 2.0,Dan |,6/2/2017,,Male |,45-54 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-141,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,28 ShapeCreated with Sketch.,I have been through a few high cholesterol medications through the years.  I have had high cholesterol since I was 18 yrs old (thanks Dad). I have been on Atorvastatin since 2008 and it was worked wonderfully for me.  No side effects and hoping it will stay that way.,Overall rating 5.0,JJ |,4/26/2017,Patient,,45-54 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-142,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,23 ShapeCreated with Sketch.,"I've been taking 40mg daily, with no problems.  Cholesterol is falling like a rock.  I also have high blood pressure with reading all over the charts.  Now, my readings have stabilized. I've also noticed the color of my blood is now a nice bright red, rather the reddish-brownish color it was before.  Also, my heart rate has fallen for the low high 70's - 80's to the low to mid 60's.  I exercise on a stair step machine 25 minutes, twice daily, and have included more salads and other greens into my diet.  Overall, I am feeling much better, and friends have said I look a lot healther than before.Read More Read Less",Overall rating 5.0,Happy Person |,4/20/2017,Patient,,65-74 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-143,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,37 ShapeCreated with Sketch.,Had extreme pain with muscle cramping and it affected my head with inability to think clearly or communicate and it was stopped after taking 1 pill.,Overall rating 1.0,typingterror |,3/27/2017,Patient,,75 or over |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-144,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,20 ShapeCreated with Sketch.,My experience with this drug is that it has help my cholesterol and have no side effects.,Overall rating 5.0,Tony |,3/15/2017,,,,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-145,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,30 ShapeCreated with Sketch.,doctor prescribed medication without informing me of reason for medication and  required dietary restrictions (grapefruit). I experienced extreme anxiety and confusion. I stopped the medication and seeking a new primary care doctor.,Overall rating 2.3,tom |,3/10/2017,Patient,,65-74 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-146,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,35 ShapeCreated with Sketch.,Name the side effect and I got it. Side effects began on 2nd day. I don't understand with so many drugs for lowering cholesterol why any doctor would prescribe this one. Would never take again.,Overall rating 1.0,Anonymous |,3/8/2017,Patient,Female |,35-44 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-147,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,12 ShapeCreated with Sketch.,I was hesitant at first but unlike others I started with bad knees and it was like a complete reversal of years of swelling vanished over the first 3 months. My doctor was surprised and thought it might be a combination of nasid I have been taking and this. Stopped taking the 20mg Atorvastatin for a month and the swelling started to return. Went back on and it's gone. I would love to know if others have found similar results or if maybe its just the Tampa humidity.,Overall rating 4.0,C21RIC |,1/30/2017,Patient,,55-64 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-148,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,19 ShapeCreated with Sketch.,"Started taking this medicine about 10 days ago. At first I had a little muscle pain, but that is now gone. Also had a mild headache for a few days, but that too is gone. I seem to be actually sleeping a little better. I won't know if this stuff is helping for a couple months until my follow up appointment. I'm not sure if I would take this medication after reading some of these reviews. I'll just have to cross my fingers.......",Overall rating 3.3,slooose |,1/29/2017,,,65-74 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665434-149,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,32 ShapeCreated with Sketch.,"Have been taking this in a low dose for 2 years. Last 2 months I have had brain fog, difficulty concentrating and lots of joint pain in hips, elbows and knees. went to doctor andam being takenoff drug for4 weeks",Overall rating 2.3,Anonymous |,1/9/2017,Patient,Female |,45-54 |,3,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=3&next_page=true
1686665443-150,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,3 ShapeCreated with Sketch.,"I was put on 10 mg daily and had been using for years. The last six months I experienced ""flushing""  in medical term and my doctor told me to stop this  for 28 days. The first 14 days I experienced ""flushing"" 2- 3 times the following 14 days I experienced maybe once. My Triglycerides, HDL and LDL are all  below the average and show normal from  laboratory report. I was told to stop taking this and want me to try me on 5 mg Crestor but always have more side effects. Debating on taking a different statin drug.Read More Read Less",Overall rating 4.0,ysfw29 |,6/25/2021,Patient,Female |,65-74 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
1686665443-151,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=7&next_page=true,Condition: High Cholesterol,3 ShapeCreated with Sketch.,"Poison!  Not worth trying to lower cholesterol. I apparently tolerated Atorvastatin at 40mg for years. Then in November, 2020 doctor increased it to 80mg.  Within a week  I began burping constantly and developed GERD as never before. Feel awful and without conversation even doctor discontinued the Atorvastatin. Will never take another Statin. Recommend you read about these drugs before taking them. Foolishly, I never realized the side effects and adverse reaction risks with these drugs before ingesting them. I felt fine before being treated! Month later and still burping constantly. Real attractive! Read More Read Less",Overall rating 2.0,Anthracite |,5/23/2021,Patient,Male |,55-64 |,2,https://reviews.webmd.com/drugs/drugreview-841-atorvastatin-oral?conditionid=&sortval=1&page=2&next_page=true
