Review
"Lipitor (atorvastatin) for High Cholesterol 							""Delayed side effects. Took years to realize statins give MEMORY LOSS BIG TIME and muscle pain and mood issues. And now discovering risk from high LDL is massively exaggerated. Having sufficient HDL is what matters. IF YOU KNOW SOMEONE LOSING MEMORY ASK THEM TO THINK BACK IF IT STARTED GETTING WORSE WITHIN A YEAR OF STARTING STATINS. Someone once did that for me. """
"Lipitor (atorvastatin) for High Cholesterol 							""Been taking 20mg for 3 months. Zero side effects. Triglycerides were 311. Most recent blood test showed 125, which is in normal range. Good cholesterol was 23. Now is 50. Very effective drug. Sorry to all those people who are having negative side effects. Try something else and good luck. All medications work for some and not others."""
"For High Cholesterol 							""I had a TIA, put on statin age 72, after about 7 months on Atorvastatin 40 mg daily very unpleasant pains etc upper right arm etc. I stopped taking drug, then a different doctor at the practice who was very persuasive and I agreed to go back on statin, however my own experience and dare I say common sense, prevailed and I have NOT gone back on the statin !  5 weeks  after having stopped the statin the upper arm pain is substantially diminished -- not gone completely yet.  Now with a bit of pain I can get my right hand in my right hand trouser hip pocket ! Impossible because of pain 5 weeks ago.Getting slowly better --I will never take statin again. Maybe the wrong statin but who knows? I am not convinced. Are we all just guinea pigs ?  average weight, ex sportsman"""
"Lipitor (atorvastatin) for High Cholesterol 							""Horrible drug! Was taking 40mg once a day. Side effects were just terrible. Headaches, nauseous, dizzy,  spacey, and just felt terrible overall. After a few months I decided to cut my dose in half. The next morning still has some side effects but not near as bad as the prescribed dose I was on."""
"For High Cholesterol 							""I have only been on for a week and a half.  I have not had any side effects.  I take 10mg every day.  For a little background on myself. My Total Cholesterol has been over 400 for a long time.  I was pretty adamant about reducing my TC without statins.  Finally I decided to give them a try.  My last blood test had my Cholesterol in the 300 zone which is an improvement for me.  I am into bodybuilding, and that entails me to Bulk up and then Diet down.  Weirdly enough my >300 Cholesterol reading was in my Bulk up Phase where I am 260lbs and carrying more Bodyfat than normal.  I low carb during my lean phases where I cut out all starch carbs and sugars.  Doctor thinks its a hereditary Cholesterol problem. I never get over 15% bf."""
"Lipitor (atorvastatin) for High Cholesterol 							""Took Lipitor for about 5 years.  It kept my lipids under control well, but developed severe leg aching and muscle cramps, especially at night.  Went off it and within a week, all these reactions disappeared."""
"For High Cholesterol 							""A drug with many side effects. I had migraine, painful headaches. I don't want to see this drug again!! It's really too bad."""
"For High Cholesterol 							""Horrible drug !!!! Felt dizzy all the time, blurred vision. Seen halos around lights, light sensitivity!!! Felt weak couldn’t focus on anything, could barely get out of bed . Never again."""
"For High Cholesterol 							""Been taking 10 mg for 6 months? Edema in legs and feet so sore I can barely walk. Had this similar reactions s couple years ago, and all symptoms went away quickly when I stopped meds. Statins sneak up slowly on me, side effects took some time to develop, but I finally figured it out. Within 2 days of stopping statin my edema went away, and much of the foot pain. Been 5 days now and hoping there is no permanent damage. This is bad for my body IMO, so don't wait for your doctors to admit this drug might be the problem. I suspect the incidence of bad effects is way under reported."""
"Lipitor (atorvastatin) for High Cholesterol 							""When I was originally put on this statin it was on a low dose of 10 mg a day to reduce cholesterol. I had or recall very few side effects. I combined the drug with exercise and diet. My cholesterol was lowered and remained low.  Doctors have kept me on the drug and now at the age of 71 I now experience headaches a bloated rumbling and very uncomfortable digestive system, hives, muscle aches and  other adverse effects that now interfere with my diet and exercise. Doctors seem to be reluctant to lower doses but these adverse effects now materially are affecting my quality of life."""
"Lipitor (atorvastatin) for High Cholesterol 							""Terrible! After a few days on this drug, I started having moments of ""spacing out"" - it was like my brain would go offline for a minute or two and suddenly reboot. Horrible feeling!"
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""Worst side effects I could imagine. The pelvic and leg pain was so bad I couldn't sleep for six days until my Dr told me to stop!! The pain was worse than anything I have experienced. Including child birth!!! Drs should not be so quick to jump to this drug!!!!! It also messed with my kidneys have been on antibiotics for 2 weeks trying to get them back to a normal level. My opinion BAD DRUG!!!!!!"""
"For High Cholesterol 							""I have been on atorvastatin for a few months.  Started out at 40mg per day. I had something going on with my legs to the point where I thought I had blood clots.  I told my cardiologist that I had leg pain this past June (2019).  I said it may be the medication, but he said I should not be having any muscle pains in my legs.  He upped my dosage to 80mg per day.  Well, I can barely walk and I mean barely.  The leg cramps at night and the pain in my legs is terrible.  I saw this website yesterday (10/2/19) and read some of the comments.  I contacted my doctor immediately and told him what was going on.  I feel like I'm an 80 year old woman and how painful it is in my legs.  He took me off immediately and told me to never go back on atorvastatin again."""
"Lipitor (atorvastatin) for High Cholesterol, Familial Homozygous 							""Seems to work well"""
"For High Cholesterol 							""Filled prescription on 6/3/22. Today is 6/23/22. Pain in my hamstrings and glutes. Scratchy throat. Pain in my hands and numbness/weakness in legs. I stopped taking it after a few weeks. My doctor first prescribed Atorvastatin which I believe I was worse. They told me Crestor (Rosu) is another option. Same poison different name. I'd rather have borderline high cholesterol than take this stuff and feel horrible and basically injured. Depression, panicky and uncertain of why you feel so bad until you realize its statins. Also my memory and ability to think is impaired. IT takes some time to rid your body of these symptoms. Maybe some people love it but I do not recommend it I am done with Statins."""
"For High Cholesterol 							""I've only been on atorvastatin calcium for 8 days and I have the WORST muscle pain. I could barely sit up straight on the toilet, let alone bend my legs. I feel stinging sensations and I'm itching like crazy."""
"For High Cholesterol 							""I believe atorvastatin caused me to have restless legs and adversely effected my sleep.  My RLS is much better since I quit taking it."""
"For High Cholesterol 							""I have used Zocor, Zetia, Lipitor, Pravachol. Lipitor is most effective, about the same side effects as Zocor but reduces cholesterol more quickly. Other than pains and aches, I feel these statin drugs make you diabetic over the long run. The pains become less acute after your body gets used to them. """
"For High Cholesterol 							""I have been on this this for several years. I have felt nothing but miserable while taking it. I have had the cramping, muscle pain in legs, stomach issues, headaches and pain in arms. Kept asking my primary doctor if this could be the cause of all this and he kept saying no. Well I have changes my primary doctor and done away with this terrible medication.!!"""
"Lipitor (atorvastatin) for High Cholesterol 							""My cardiologist took me off Lipitor 2 weeks ago-my cholesterol is great after being on a low carb diet. Previously my body was covered in bruises at all times which I had attributed to other medicines(Plavix and aspirin) I Just realized I am bruise free for the first time in over a year. Conclusion: it was the Lipitor causing the problem. """
"For High Cholesterol 							""Thought I’d got away with no side effects for first month then the aches hit me. I got aches in my toes, ankles and arch of feet so bad I couldn’t walk. Stopped the Atorvastatin and by next day aches had gone. Doctor says I’m not suitable for statins and has told me to just watch what I eat . He told me that he would never take a statin because of the horrible side effects."""
"For High Cholesterol 							""I have had high cholesterol for years so was put on Atorvistatin and it was a nightmare. Besides muscle pain and aches, the worst side effect is muscle weakness. I'm talking flat out atrophy of my leg muscles. I'm in my 50's, and the effect has been horrible on quality of life. I fall easily. I finally got off of this drug and switched to another Statin"""
"For High Cholesterol 							""After a single bypass I was put on Atonvastatin in end of May.  My first blood test after being on the drug was total= 147,   HDL 56,  LDL 70  and tri glycerides 106.  I went on vacation and did not take the drug for 3 to 4 weeks - also not the best eating habits on vacation - but felt good. Then had my second test and went up total 220 - HDL 66 ,  LDL 133, and tri 103. Dr said to get back on the med. I only take 10mg a day but I always feel tired now that I am back on. What I don't like is my Dr says they want my LDL down to 50 ?? To put thing in perspective - my test 9 month before surgery was total 212, HDL 57 LDL 143 tri 62 - also I am 68 and had been very active."""
"For High Cholesterol 							""I was put on 20mg atorvastatin for 2 months.From the first couple weeks I noticed a rise in my blood pressure every three days with severe cramping up my left arm to my head and down my left leg. Most times I get so fearful that I might be about to suffer a stroke. I noticed that my memory sometimes goes hay wire and now I am beginning to have difficulties in swallowing my own saliva during resting periods. I am also suffering from discharging of clear salty phlegm via spitting when I do not have a cold. I have to put up with constant dizzy spells,muscle pain and muscle twitching but I am still taking the drug due to the fact that I really wanna get my total cholesterol down from 329 and most importantly my bad cholesterol down from 265."""
"For High Cholesterol 							""After taking for 2 months I started to get pains in my achilles tendons could hardly walk 6 weeks going to private Physo no better stopped taking statins and and now slowly getting better 2 months on had never had anything like that in my life I am a 72 yr old very active  lady swim regularly this has been my saviour"""
"Lipitor (atorvastatin) for High Cholesterol 							""Here is the trouble with these sites - the skew towards horror stories.  There is also a handful who claim that statins are ""poison"" and ""should be taken off the market"".  This is, clearly, an overreaction by those who have the adverse reaction, which - despite what you would think from reading these reviews - are very low frequency events.  Statins are probably as close to a wonder drug as modern pharmacology has ever gotten.  Yes, there are those who are intolerant, allergic, or simply confused as to the genesis of their symptoms.  The truth is, statins work for the vast majority of people taking them, and they work well.  Having said this, I am also perplexed as to why some folks in their later 70s or even 80s are taking them?"""
"For High Cholesterol 							""Made my left cheek contract and twitch and my upper right arm after 2 doses waited 10 days then 2 more doses right hand fell asleep for 5 hours with right fore arm twitching all day so I'll ask for something different. Guess I'm an isolated case."""
"Lipitor (atorvastatin) for High Cholesterol 							""Atorvastatin did lower my cholesterol quite a bit, but within the first couple of weeks I developed muscle pain in the back of one knee. After another week, I developed muscle pain in the calf of the other leg. My doctor doesn't think this was caused by Atorvastatin. He believes it is arthritis. He ordered an xray of knee and blood test for liver function. Waiting for results. If pain is from arthritis. I will continue taking medicine. If Atorvastatin is affecting muscles or liver, I may discontinue or ask to switch to another statin."""
"For High Cholesterol 							""I have been taking statins for 3 years now and this site rates up there as a good resource for medication experience. There seems to be medication manufacturer/retail people posting here touting how great medications are.  My advice is to be aware of anyone making statements that taking medications over lifestyle change is the answer. In 10 years from now if we have 10's of millions of people with cancer and liver disease what will they say then. Health care employs more people with very high salaries than any other profession and to keep it going there is no telling what they may do. Be careful and take care of your health and by that I do not mean taking more medications. It saddens me to see young people under 35 years old taking this drug. Please try all the lifestyle  options before drugs."""
"Lipitor (atorvastatin) for High Cholesterol 							""Severe leg cramps, joint pain, dizziness, my cholesterol is never been over 200, have always walked, biked, eating right. This med has really messed my body up!!!"""
"Lipitor (atorvastatin) for High Cholesterol 							""I haven't been on this medication very long but so far, the only adverse side effects I have had are insomnia, occasionally racing heart, and nightmares. Yes you heard right, I dunno why but this med gives me higher than usual nightmares."
"For High Cholesterol 							""Weight gain!"""
"Lipitor (atorvastatin) for High Cholesterol 							""43 year old male been on 20mg lipitor for 3 months, alot of side effects for first month mainly muscle spasms and uneasy stomach. Cholesterol went from 240 to 120, cut dose in half, and no more side effects."""
"Lipitor (atorvastatin) for High Cholesterol 							""I have taken this for 8 years but it makes me feel like a zombie. And it affects my memory and motor skills. I recently went back to work and had to quit the lipitor because it affected my ability to work. Don't know what I will try next. Started on Crestor 9 years ago and couldn't stand the pain in my legs."""
"Lipitor (atorvastatin) for High Cholesterol 							""Been on this horrible tablet two weeks and never felt as ill in my life.  I am constantly feeling sick and dizzy and can’t lift my arms up.  I stop taking them for one day and the next day I feel on top of the world, then take them again and one the day after back to normal feeling sick, dizzy, sinus problems will never take them again.  I will get my cholesterol down myself"""
"For High Cholesterol 							""Im a 51yr old male prescribed 10mg of Atorvastatin. I sleep much better with little leg cramps if any at all. I drink plenty of water which helps with cramps and dehydration which is my cause of leg cramps. I have no side effects of nightmares only good dreams that I can remember."""
"For High Cholesterol 							""First I was on Simvastatin, then I had a Dr. change and he put me on Atorvastatin, my blood sugar levels went up for no reason, then I started having cramps, told the Dr. and he said just watch my diet. So I did, the cramps were almost every day and getting me very upset. So called the Dr. again. He finally told me to stop the meds for 14 days and then start again. The cramps went away until I started taking them again. Don't know what the Dr. will do next."""
"For High Cholesterol, Familial Heterozygous 							""Took this for a few months-then developed diarrhea.  Quit the med and tried another statin-same effect.  They both lowered my cholesterol but I was not going to wear at diaper to do it!"
"For Prevention of Cardiovascular Disease 							""I was on statins for about 3 years. My cholesterol was never that high but my doctor was concerned about build up of bad cholesterol affecting my heart. Started zocor at 20mg and after 3 years 40mg. I had an experience of blurred vision and thought maybe should go to ER. They did MRI of brain and found I had very small old stroke.   Before I was discharged Doctor changed me to Lipitor 40mg. Saw a neurologist and he did more brain scans with dye this time and also did a MRA of the veins from my neck. All looked good with no blockage and veins to brain looked good too with no narrowing. After about 3 weeks on Lipitor I got bad side effects with headache, brain fog and muscle ache in legs and back pain and dizzy. Played golf that day and was barely able to finish.  Came home and after doing a lot of research decided to stop taking statins. The long term side effects are scary. I will watch my diet and control my cholesterol that way. Will never do statins again."""
"Lipitor (atorvastatin) for High Cholesterol 							""Have been taking low dosage of this drug for 10 years. It's very effective. Has lowered my cholesterol dramatically, combined with exercise and low fat diet."""
"For High Cholesterol 							""I took atorvastatin 20mg & I experienced the worst symptoms ever! I took the medicine for 2 1/2 months. I had loss of appetite, memory fog, insomnia (I slept a maximum of 2 1/2 hours a night), weight loss, blurred vision, ringing in the ears, muscle pain in the legs & chest, my right leg was so bad I could barely walk, my hands were weak, headaches, my throat felt like it was closing, I developed hives on my back, I had the worst burning sensation on my back & in my chest until my skin was literally burned from inside out (my skin had turned 3 shades darker than normal), I had heart palpitations & was hospitalized twice (10/20 & 11/20) because my heart enzymes were elevated they said that I was threatening a heart attack! I went to the ER 12/8/20 & 12/9/20 & no one could figure it out! I changed doctors & on 12/10/20 he took me off of atorvastatin & put me on a Mediterranean diet! My doctor checked my blood work again 4/21 & it went down! And now 8 months later & I still have symptoms!"""
"For High Cholesterol 							""I was given Lipitor 20 mg. 8 days ago,last night I found a rash under my left breast the size of a half dollar,it does not itch or anything,the only thing that has changed is the lipitor,I will NOT take it any more.I knew it had to be something new I had done & this was it. After my research on here,I am sure that is what it is.I have never had chicken pox,I know it can NOT be shingles. Since I have never had a heat rash in the summer & now it is cooler weather,it has to be the lipitor.I have some other my Dr. gave me a couple of years back & I only took 14 but noticed no side affects.The pharmasist said maybe wait a couple of days to start the other.Never knew my cholesterol was as high as 381 till recently!Lipitor is NOT FOR ME!"""
"Lipitor (atorvastatin) for High Cholesterol 							""I took Lipitor for three weeks. Three days into the treatment I had left knee and hip pain. I continued to take for another 2 and a half weeks in hopes the issues would resolve. My cholesterol was normal on a retest. However the extreme pain in my hip, groin and knee caused a severe limp. I stopped taking the drug and it took me 3 months and daily CoQ10 supplements to return my leg to normal. Since then I have gone on a diet, lost 10 pounds, eliminated white sugar and red meat from my diet. Hope that's enough. I would not recommend statins for anyone!"""
"For Prevention of Cardiovascular Disease 							""4 yrs of pure hell, bladder damage, leaky heart valve ,damage to joints,eyes,liver,stopped taking it getting better every day"""
"For High Cholesterol 							""I went to a Lipidologist to find out why my HDL was better than optimal, but my LDL-p was close to 2000 (should be under 1000). Found out it was due to genetics, and no amount of exercise and healthy food would matter. She put me on Atorvastatin, and two months later my LDL-p was at 740. I have had absolutely no side effects in a year of use. Would I like to be off of all meds? Sure, but my low thyroid and high LDL suggest otherwise. So, up to now, all is well."""
"For High Cholesterol 							""I have tried on several occasions to stick with a daily dose.  But each time I had to back off due to muscle pain and severe diarrhea.  The diarrhea got so bad (needed to go urgently) that I found myself not wanting to socialize as much or leave the house for long periods.  Several close calls made me apprehensive.  When I did take this starting my lipid panel was back to normal.  But the side effects were to much to stand.  So I will be  not be going back to daily statin doses.  And yes I have tried other stations down through the years.  Same negative results."""
"For High Cholesterol 							""Severe back and joint pain which started all of a sudden without explanation."""
"For High Cholesterol 							""So I've only been on this a few weeks, but it makes me feel awful. My cholesterol is very high, and I haven't been retested yet (a few more weeks)  but I want to sleep all day, I feel off (kind of dizzy and nauseated) I get majorly constipated to the point that I can't go for a few days, which is very unusual for me. When I lay down or sit up (not even fast) the ceiling spins as if I were drunk.  I took it upon myself to cut it in half and take it every other day instead. That is better, but I still feel off and worse on the mornings after I take it.   My dose was 20mg a day.  As far as diet and exercise, that's out because I can barely wake up, and have NO energy. Once I do get up and do things, I want to pass out or vomit."""
"For High Cholesterol 							""Started on 10mg daily in May. Began having headaches daily and my joints in my hands increased in pain, especially in the am. I am in my 4th month now headaches are much better. Hands still hurt but seem a little better. Now my back aches a lot and I feel tired every morning. It's like I stayed up half the night making it a chore to get up and get ready for work. I worry about all the things this drug may be doing to my kidneys, liver and muscles. However, after 3 months my cholesterol and LDL dropped significantly. I would like to maybe decrease to every other day or maybe try diet and exercise again."""
"Lipitor (atorvastatin) for High Cholesterol 							""My cholesterol dropped from 302 to 213 in 6 weeks. Seems to be causing constipation. Also, questioning weight gain. Otherwise, effective."""
"For High Cholesterol 							""The only atorvastatin I am able to take is made by the ""Lupin"" manufacturer. All others have given me horrific Charlie horses in both my legs & feet. So far I have found that Walgreens carries this manufacturer. It works pretty well on my blood work too."""
"For High Cholesterol 							""Atorvastatin ensures a great night of sleep but I am very upset about my weight loss:(( almost a pound per week. Plan to ask my doctor what my options are. It has lowered my cholesterol significantly but still need to watch what I eat. This is my first time ever on meds."""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I have been taking Lipitor for several years and developed severe leg and back pain.  It was hard just to walk.  I stopped taking it for one month and my leg and back pain went away.  Does anyone have an alternative to this destructive drug?  I have changed to a low-cholesterol diet, but I know I need to have a less harmful drug to keep my cholesterol down.  All comments are appreciated"""
"For High Cholesterol 							""At 40 mg, I experienced numbness, tingling, and burning in my toes and fingers. Cold fingers and feet as well. This occurred over a period of 3 weeks. Stopped taking the pill, and symptoms disappeared. I experienced similar issues when taking lipitor 40mg as well. I can tolerate doses only up to 20 mg."""
"For High Cholesterol 							""Since being on atorvastatin I have had a cold, wheezing, asthma, short of breath and also peeing more often"""
"Lipitor (atorvastatin) for High Cholesterol 							""Our mom took Lipitor and had a lot of swelling around her eyes, pale, weak, and her skin was peeling on her face."""
"For High Cholesterol 							""After twelve years of my Doctor insisting that I take something for my high cholesterol, I finally agreed to take Atorvastatin. I took it for a month and a half, but started getting red blotches on my skin.  These hives appeared everywhere on my body. The itch was horrendous.  I didn't see the correlation between the drug and the blotches until my wife googled my condition.  I was having an allergic reaction to the Atorvastatin. It was  CIU (Chronic Idiopathic Urticaria). A ""living nightmare"" I was experiencing! My wife advised me to get off of it and for one week, no problems. But my Doctor advised against it. Got back on it and the hives came back with a vengeance. Hopefully, this drug will soon be exorcised from my body (metaphorically speaking of course), and I will be able to get back to some sort of normalcy? People, be careful if you take this drug! It effects different people in different ways. You might roll the dice and get a seven, or conversely, roll and get snake eyes!"""
"Lipitor (atorvastatin) for High Cholesterol 							""I'm 58 always kept in shape and ate well but LDL was still elevated. I'm not sure if it's coincidental but I have more energy, better in bed and have not had an a-fibrilation episode since I've been on 10mg daily.  I know it sounds like a commercial but that has been my experience. My main or larger arteries are clear of plaque but I may have had blocking of the smaller ones and the Lipitor may have helped clear them. Or I'm just lucky."""
"For High Cholesterol 							""I had a TIA August 11th and the Dr. prescribed 40 mg of Atorvastin.  I became so tired and had blood work done and my ALT level was 488!  Thankfully my ALT is down to 192 since stopping it 15 days ago.  I would never take another medication that you need to check liver levels.  Who knows what lasting effects this could have in my future.  Very Scary."""
"For High Cholesterol 							""Horrible medication."
"For High Cholesterol 							""Started taking Atorvastatin because the Crestor I was taking previously became far too expensive for me to afford after the promotional discounts ran out and my insurance plan changed, resulting in my having to pick up the entire tab of $920 every 3 months. Atorvastatin, on the other hand, while not quite as effective, was far cheaper, at $30 per 90 days."
"For High Cholesterol 							""I have only been taking this medicine for 1 month, 10 mg every other day.  Already I am experiencing severe joint and muscle pain.  This has happened to me every time I have taken statin drugs. I will be going back to my doctors to discuss further and look for an alternative."""
"Lipitor (atorvastatin) for High Cholesterol 							""Many side effects. Such as muscle pain, weakness, tenderness, gas, blurred vision."""
"Lipitor (atorvastatin) for High Cholesterol 							""I started taking generic lipitor in February/March  2017. My lab work came back and total cholesterol was 311. At first I started taking 20mg a day. By the 9th day I was an emotional mess. Anxiety,  anger, confusion, leg pain, stomach pain and heartburn. I decided to take the 20mg  every other day. All the side effects disappeared. Works great.  I heard back from my Dr who says to continue the every other day dosage because its working and its tolerable for me."""
"For High Cholesterol 							""I have been on this drug atorvastin 10mgfor about 2years after taking one year I developed so many side effects which I don't know they were due to this drug I developed severe headache,dizziness,migrane,hortflushes,sweating,chill,shivering one side body pains,sinus pain,sore,eyes I ruin my life I wasted lot of money hoping for a cure to ent doctors cardiologist,physician neurologist etc. Nobody listen to me only prescribe pain killers,nerve tablets I used to cry all the time I wondered if I would die. Finally I came to research and got the reviews of patients decided myself to quit this medicine which is poison.  After one month  I am slowly improving thank to this site which is helping the patients as today's doctors have no time to listen."""
"For High Cholesterol 							""I took 10mg for a week. Severe stomach pains, muscle pains and joint pain. It felt like I had body aches from the flu! So tired wiped out my energy. Also, where I broke my wrist I was getting sharp stabbing pains there. Called the doctor and he said stop taking it immediately. Thank god because these side effects were horrible. Going to try exercise, green tea and essentials oils before I even give another brand a try."""
"Lipitor (atorvastatin) 							""I took Lipitor for nearly two weeks under the doctor’s recommendation. I had to stop taking the medication as I had adverse side effects of severe muscle pain in my shins and upper arms, I felt extremely tired and dizzy and my memory slowed. I am no longer taking this medication."""
"For High Cholesterol 							""Wow!  I was floored. Long time trying to do get my cholesterol low on my own with no medications.  After finally trying atorvastatin 10 mg for the first time, it brought all cholesterol and triglycerides under control to more than acceptable levels.  For now until my next lab test I will continue to stay on it.  I am not experiencing any side effects."""
"For High Cholesterol 							""I started this last night at bed time. Woke up with cramping and sore muscles In my legs back and sides."""
"For High Cholesterol 							""Omg! All the negative comments does not represent the vast majority who take atorvastatin. I have had good results with lowering cholesterol  and my heart in good shape  as well.  This medicine may be a necessary evil for some,  however this medicine has been a blessing for me, and l have been on it for more than 8 years. I am on 40mg with no noticeable side effects"""
"For High Cholesterol 							""At age 48 and good health, I took Atorvastatin/10mg for 1 year without symptoms.  It lowered my bad cholesterol.  Near the 1st year, I began experiencing significant/unusual leg weakness and knee pain when standing from a kneeling position.  It got to the point that I always needed to brace myself on the sofa or coffee table when getting up after playing with my dog or toddler son.  Rising from my desk required a push on the desk top.  Then weakness and pain to my finger/shoulder joints and a ""forgetfulness.""  Overall, I felt ""Rickety.""  My MD said to stay on it.  I decided otherwise and went off cold turkey one day.  I've been off 2 years and I feel normal again, except for residual and reduced effect on my shoulder and hands."""
"Lipitor (atorvastatin) for High Cholesterol 							""I was prescribed Lipitor by a GP, due to my high LDL cholesterol level.  I was in excellent condition, BMI under 25, surfing and bike riding daily.  Within 24 hours of my first pill, I experienced joint pains.  I have osteoarthritis so I assumed it was just a flareup.  The next day I had muscle soreness and weakness.  The third day all this was worse; realizing it had to be the Lipitor I stopped taking the pills and consulted a specialist.  I had dark urine.  It was determined that I had Rhabdomyolysis.  I ended up losing 5 lbs of muscle mass and it took weeks for me to recover from the extreme weakness and fatigue.  The specialist told me that if I had continued to take the Liptor for a few more days I probably would have died."""
"Lipitor (atorvastatin) for High Cholesterol 							""I am 65 and active, to include hiking, walking in the gym yard work, etc.. Been on 10 mg of Lipitor or generic for 20 years.  Within the past 2 years I have experienced increased lower leg discomfort and within the past year what appears to be lower leg muscle loss, chronic plantar fascia, leg muscle tingling, and a feeling of weakness in my lower legs.  My primary care doc, who is Lipitor intolerant, attributed it all to age, cervicle stenosis, etc.  Have quit Lipitor and Prylosec (been on this for 10 years) and will readdress with my doctor (who's an internal medicine doctor) when I can get in to see him again in 3 weeks.  Some remediation of mental fogginess which has plagued me recently, but to date no releaf on leg issues."""
"""Had TAVR procedure (Transcatheter aortic valve replacement) 6 weeks ago, no doctors  willing to address several symptoms  that I  never had before, I thought  I was loosing my mind, so glad to find your site, with real patients comments. Have a much better perspective on my situation, thanks!"""
"For High Cholesterol 							""I have been on Lipitor about 10 years, 80 mg. I started now to develop a tiredness and weakness in all my muscles-legs, arms, neck, chest, etc. My legs feel heavy. All exercises have become very difficult and painful. I'm very frightened. My cardiologists have set me up for 2 blood tests - CK and Aldolase. We shall see if they are elevated. Then what , if they are. Does this muscle inflammation stop or will I become a cripple? I am very fearful and waiting for results."""
"Lipitor (atorvastatin) for High Cholesterol 							""I have been taking Lipitor for 8 years now with no problems whatsoever."""
"Lipitor (atorvastatin) for High Cholesterol 							""I have been on Lipitor for two weeks and will stop tomorrow.  My legs are hurting and cannot sleep.  For the first few days I was fine but now I ache from my hips down to my calfs.  I also have stomach cramps.  This is not for me, will tell Dr. this week and hopefully can try something else."""
"For High Cholesterol 							""Been taking this drug for 4 yrs now after experiencing a TIA followed by emergency carotid endarterectomy, cholesterol levels are good and have not experienced any side effects at all , all annual blood tests have been all ok ."""
"Lipitor (atorvastatin) for High Cholesterol 							""Works best for me with zetia."""
"For High Cholesterol 							""My cholesterol has been lowered 50% by this medication. Very happy,no side effects."""
"Lipitor (atorvastatin) for High Cholesterol 							""I've been taking Lipitor for over 4 years-no side effects noted and my cholesterol is now 132, Trigycedrides 84, LDL 65, and HDL 50."""
"For High Cholesterol 							""Difficulty commencing in meds, but eventually settled down. I have been on this medication, for 12 months, after 2 months developed neuropathy, but it wasn't considered that this may be the cause. This week after being on it for 12 months, the GP has stopped it to see if there are any change to symptoms. What I would like to know if anyone has any experience of withdrawal effects from this as I feel dreadful after being off it 5 days. Legs are like jelly, wobbly, nausea, headache, and extremely tired."""
"For High Cholesterol, Familial Homozygous 							""My doctor switched me from simvastin 80 mg to atrovastatin 20 mg because my cholesterol started to go up again from 130 to 154. This is only day four of taking this medicine and I feel like I was hit by a brick wall. I feel so tired and have to force myself to get out of bed. I also feel that's its effecting my cognitive abilities.. Calling my doctor today to switch..."""
"For High Cholesterol 							""Lowered cholesterol but caused severe leg/muscle pain, joint pain, memory issues, GERD, insomnia, fatigue and a sense of being unwell, difficulty getting up from the couch, climbing stairs.  I tolerated it for over a year until I kindly but assertively said I’d no longer take it."""
"For High Cholesterol 							""Was on 10 mg of Atorvastatin, my cholesterol went way down.  After about 6 months, I developed severe cramping in back of legs, especially behind my knee cap.  Pain came every night and every morning.  There were times I couldn't pick my legs up to get over the curb.  Sometimes I wasn't sure I was going to make it to work.  Pain was in both legs ran down from behind my butt checks to my heel."""
"Lipitor (atorvastatin) for High Cholesterol 							""I was prescribed 40 mgs of Lipitor for Heart Disease. I was on it for 9 months. It did lower my cholesterol, but had a lot of undesired bad side effects! Right away I noticed Memory problems, forgetfulness, confusion and was just fog headed. Then of course I experienced the usual muscle pain. I also noticed being angry for no apparent reason. I talked to my Cardio and he took me off of it."""
"For High Cholesterol 							""Felt I was having a heart attack but without the chest pain. Every muscle in my body seemed to go into rigidity and I could not move. Heavy sweating. Severe pain in muscles and joints. Difficulty breathing that turned into wheezing and gasping for breath. Panic. Dizziness."
"Lipitor (atorvastatin) for High Cholesterol 							""Started with 10mg daily.  After 3 months my  cholesterol level just in borderline,  so the dosage was increased to 40mg daily.  This dose gave me muscle tissue pain on my right knee so I self discontinued."""
"For High Cholesterol 							""After using over 30 days my face skin got severe itching with dry skin. Without knowing this cause I continue to take for another 10 days and by then my face skin looks like burned and damaged altogether with severe dry skin and itching."""
"Lipitor (atorvastatin) for High Cholesterol 							""Taken before two other different times for high cholesterol, I quit because of stomach pains and bloating. This time I took 40 mg I took for a week it didn't seem to bother my stomach, I did notice gas,  so I decided to quit again , just not worth the dangerous side effects. I'm not overweight I don't eat greasy foods , I do eat and drink sugar everyday. My cholesterol is very high , I'll ask my Dr. if there is another medicine to try, does anyone have a suggestion?  Thanks"""
"For High Cholesterol 							""Took 20mg for several years. Seemed fine. But didn’t help my cholesterol very much. Raised to 40mg and after some amount of time started getting trigger fingers and having pain in my hands. For two years I went to different docs. Nothing wrong was found. Then I ran out of drug, Dr was away and pharmacy was out of it. All this took about two weeks to get refill. By the time I got refill pain in my hands was gone!  Met with hand orthopedic and she said “never heard of that”! Wife looked it up and bang, there it was!!!"
"Lipitor (atorvastatin) for High Cholesterol 							""Very healthy 50 year old white male. Developed severe rash on right inside thigh. Doctor immediately suggested to stop taking Lipitor, which I did. FUNNY, Crestor produced same rash in same place. Doctor was amazed."""
